id1,id2,activity
d26,d54,less
d27,d54,less
d28,d54,less
d29,d54,less
d30,d54,less
d31,d54,less
d32,d54,less
d33,d54,less
d34,d54,less
d35,d54,less
d36,d54,less
d37,d54,less
d39,d54,less
d40,d54,less
d41,d54,less
d01,d55,less
d02,d55,less
d03,d55,less
d04,d55,less
d05,d55,less
d06,d55,less
d07,d55,less
d08,d55,less
d09,d55,less
d10,d55,less
d11,d55,less
d13,d55,less
d14,d55,less
d16,d55,less
d17,d55,less
d19,d55,less
d20,d55,less
d22,d55,less
d23,d55,less
d24,d55,less
d25,d55,less
d26,d55,less
d27,d55,less
d28,d55,less
d29,d55,less
d30,d55,less
d31,d55,less
d32,d55,less
d33,d55,less
d34,d55,less
d35,d55,less
d36,d55,less
d37,d55,less
d39,d55,less
d55,d45,less
d45,d47,less
d54,d47,less
d55,d47,less
d45,d48,less
d54,d48,less
d55,d48,less
d45,d50,less
d54,d50,less
d55,d50,less
d55,d54,less
d03,d01,great
d04,d01,great
d06,d01,great
d07,d01,great
d08,d01,great
d09,d01,great
d10,d01,great
d11,d01,great
d12,d01,great
d14,d01,great
d15,d01,great
d16,d01,great
d18,d01,great
d19,d01,great
d20,d01,great
d21,d01,great
d22,d01,great
d23,d01,great
d24,d01,great
d25,d01,great
d27,d01,great
d28,d01,great
d30,d01,great
d31,d01,great
d33,d01,great
d34,d01,great
d35,d01,great
d37,d01,great
d38,d01,great
d39,d01,great
d41,d01,great
d42,d01,great
d43,d01,great
d44,d01,great
d04,d03,great
d06,d03,great
d07,d03,great
d08,d03,great
d09,d03,great
d10,d03,great
d11,d03,great
d12,d03,great
d14,d03,great
d15,d03,great
d16,d03,great
d18,d03,great
d19,d03,great
d20,d03,great
d21,d03,great
d22,d03,great
d23,d03,great
d24,d03,great
d25,d03,great
d27,d03,great
d28,d03,great
d30,d03,great
d31,d03,great
d33,d03,great
d34,d03,great
d35,d03,great
d37,d03,great
d38,d03,great
d39,d03,great
d41,d03,great
d42,d03,great
d43,d03,great
d44,d03,great
d08,d04,great
d09,d04,great
d10,d04,great
d11,d04,great
d12,d04,great
d14,d04,great
d15,d04,great
d16,d04,great
d18,d04,great
d19,d04,great
d20,d04,great
d21,d04,great
d22,d04,great
d23,d04,great
d24,d04,great
d25,d04,great
d27,d04,great
d28,d04,great
d30,d04,great
d31,d04,great
d33,d04,great
d34,d04,great
d35,d04,great
d37,d04,great
d38,d04,great
d39,d04,great
d41,d04,great
d42,d04,great
d43,d04,great
d44,d04,great
d09,d06,great
d10,d06,great
d11,d06,great
d12,d06,great
d14,d06,great
d15,d06,great
d16,d06,great
d18,d06,great
d19,d06,great
d20,d06,great
d21,d06,great
d22,d06,great
d23,d06,great
d24,d06,great
d25,d06,great
d27,d06,great
d28,d06,great
d30,d06,great
d31,d06,great
d33,d06,great
d34,d06,great
d35,d06,great
d37,d06,great
d38,d06,great
d39,d06,great
d41,d06,great
d42,d06,great
d43,d06,great
d44,d06,great
d11,d07,great
d12,d07,great
d14,d07,great
d15,d07,great
d16,d07,great
d18,d07,great
d19,d07,great
d20,d07,great
d21,d07,great
d22,d07,great
d23,d07,great
d24,d07,great
d25,d07,great
d27,d07,great
d28,d07,great
d30,d07,great
d31,d07,great
d33,d07,great
d34,d07,great
d35,d07,great
d37,d07,great
d38,d07,great
d39,d07,great
d41,d07,great
d42,d07,great
d43,d07,great
d44,d07,great
d11,d08,great
d12,d08,great
d14,d08,great
d15,d08,great
d16,d08,great
d18,d08,great
d19,d08,great
d20,d08,great
d21,d08,great
d22,d08,great
d23,d08,great
d24,d08,great
d25,d08,great
d27,d08,great
d28,d08,great
d30,d08,great
d31,d08,great
d33,d08,great
d34,d08,great
d35,d08,great
d37,d08,great
d38,d08,great
d39,d08,great
d41,d08,great
d42,d08,great
d43,d08,great
d44,d08,great
d11,d09,great
d12,d09,great
d14,d09,great
d15,d09,great
d16,d09,great
d18,d09,great
d19,d09,great
d20,d09,great
d21,d09,great
d22,d09,great
d23,d09,great
d24,d09,great
d25,d09,great
d27,d09,great
d28,d09,great
d30,d09,great
d31,d09,great
d33,d09,great
d34,d09,great
d35,d09,great
d37,d09,great
d38,d09,great
d39,d09,great
d41,d09,great
d42,d09,great
d43,d09,great
d44,d09,great
d14,d10,great
d15,d10,great
d16,d10,great
d18,d10,great
d19,d10,great
d20,d10,great
d21,d10,great
d22,d10,great
d23,d10,great
d24,d10,great
d25,d10,great
d27,d10,great
d28,d10,great
d30,d10,great
d31,d10,great
d33,d10,great
d34,d10,great
d35,d10,great
d37,d10,great
d38,d10,great
d39,d10,great
d41,d10,great
d42,d10,great
d43,d10,great
d44,d10,great
d14,d11,great
d15,d11,great
d16,d11,great
d18,d11,great
d19,d11,great
d20,d11,great
d21,d11,great
d22,d11,great
d23,d11,great
d24,d11,great
d25,d11,great
d27,d11,great
d28,d11,great
d30,d11,great
d31,d11,great
d33,d11,great
d34,d11,great
d35,d11,great
d37,d11,great
d38,d11,great
d39,d11,great
d41,d11,great
d42,d11,great
d43,d11,great
d44,d11,great
d18,d12,great
d19,d12,great
d20,d12,great
d21,d12,great
d22,d12,great
d23,d12,great
d24,d12,great
d25,d12,great
d27,d12,great
d28,d12,great
d30,d12,great
d31,d12,great
d33,d12,great
d34,d12,great
d35,d12,great
d37,d12,great
d38,d12,great
d39,d12,great
d41,d12,great
d42,d12,great
d43,d12,great
d44,d12,great
d18,d14,great
d19,d14,great
d20,d14,great
d21,d14,great
d22,d14,great
d23,d14,great
d24,d14,great
d25,d14,great
d27,d14,great
d28,d14,great
d30,d14,great
d31,d14,great
d33,d14,great
d34,d14,great
d35,d14,great
d37,d14,great
d38,d14,great
d39,d14,great
d41,d14,great
d42,d14,great
d43,d14,great
d44,d14,great
d21,d15,great
d22,d15,great
d23,d15,great
d24,d15,great
d25,d15,great
d27,d15,great
d28,d15,great
d30,d15,great
d31,d15,great
d33,d15,great
d34,d15,great
d35,d15,great
d37,d15,great
d38,d15,great
d39,d15,great
d41,d15,great
d42,d15,great
d43,d15,great
d44,d15,great
d19,d16,great
d20,d16,great
d21,d16,great
d22,d16,great
d23,d16,great
d24,d16,great
d25,d16,great
d27,d16,great
d28,d16,great
d30,d16,great
d31,d16,great
d33,d16,great
d34,d16,great
d35,d16,great
d37,d16,great
d38,d16,great
d39,d16,great
d41,d16,great
d42,d16,great
d43,d16,great
d44,d16,great
d23,d18,great
d24,d18,great
d25,d18,great
d27,d18,great
d28,d18,great
d30,d18,great
d31,d18,great
d33,d18,great
d34,d18,great
d35,d18,great
d37,d18,great
d38,d18,great
d39,d18,great
d41,d18,great
d42,d18,great
d43,d18,great
d44,d18,great
d23,d19,great
d24,d19,great
d25,d19,great
d27,d19,great
d28,d19,great
d30,d19,great
d31,d19,great
d33,d19,great
d34,d19,great
d35,d19,great
d37,d19,great
d38,d19,great
d39,d19,great
d41,d19,great
d42,d19,great
d43,d19,great
d44,d19,great
d23,d20,great
d24,d20,great
d25,d20,great
d27,d20,great
d28,d20,great
d30,d20,great
d31,d20,great
d33,d20,great
d34,d20,great
d35,d20,great
d37,d20,great
d38,d20,great
d39,d20,great
d41,d20,great
d42,d20,great
d43,d20,great
d44,d20,great
d23,d21,great
d24,d21,great
d25,d21,great
d27,d21,great
d28,d21,great
d30,d21,great
d31,d21,great
d33,d21,great
d34,d21,great
d35,d21,great
d37,d21,great
d38,d21,great
d39,d21,great
d41,d21,great
d42,d21,great
d43,d21,great
d44,d21,great
d23,d22,great
d24,d22,great
d25,d22,great
d27,d22,great
d28,d22,great
d30,d22,great
d31,d22,great
d33,d22,great
d34,d22,great
d35,d22,great
d37,d22,great
d38,d22,great
d39,d22,great
d41,d22,great
d42,d22,great
d43,d22,great
d44,d22,great
d24,d23,great
d25,d23,great
d27,d23,great
d28,d23,great
d30,d23,great
d31,d23,great
d33,d23,great
d34,d23,great
d35,d23,great
d37,d23,great
d38,d23,great
d39,d23,great
d41,d23,great
d42,d23,great
d43,d23,great
d44,d23,great
d25,d24,great
d27,d24,great
d28,d24,great
d30,d24,great
d31,d24,great
d33,d24,great
d34,d24,great
d35,d24,great
d37,d24,great
d38,d24,great
d39,d24,great
d41,d24,great
d42,d24,great
d43,d24,great
d44,d24,great
d30,d25,great
d31,d25,great
d33,d25,great
d34,d25,great
d35,d25,great
d37,d25,great
d38,d25,great
d39,d25,great
d41,d25,great
d42,d25,great
d43,d25,great
d44,d25,great
d30,d27,great
d31,d27,great
d33,d27,great
d34,d27,great
d35,d27,great
d37,d27,great
d38,d27,great
d39,d27,great
d41,d27,great
d42,d27,great
d43,d27,great
d44,d27,great
d30,d28,great
d31,d28,great
d33,d28,great
d34,d28,great
d35,d28,great
d37,d28,great
d38,d28,great
d39,d28,great
d41,d28,great
d42,d28,great
d43,d28,great
d44,d28,great
d34,d30,great
d35,d30,great
d37,d30,great
d38,d30,great
d39,d30,great
d41,d30,great
d42,d30,great
d43,d30,great
d44,d30,great
d33,d31,great
d34,d31,great
d35,d31,great
d37,d31,great
d38,d31,great
d39,d31,great
d41,d31,great
d42,d31,great
d43,d31,great
d44,d31,great
d37,d33,great
d38,d33,great
d39,d33,great
d41,d33,great
d42,d33,great
d43,d33,great
d44,d33,great
d37,d34,great
d38,d34,great
d39,d34,great
d41,d34,great
d42,d34,great
d43,d34,great
d44,d34,great
d37,d35,great
d38,d35,great
d39,d35,great
d41,d35,great
d42,d35,great
d43,d35,great
d44,d35,great
d38,d37,great
d39,d37,great
d41,d37,great
d42,d37,great
d43,d37,great
d44,d37,great
d41,d38,great
d42,d38,great
d43,d38,great
d44,d38,great
d41,d39,great
d42,d39,great
d43,d39,great
d44,d39,great
d42,d41,great
d43,d41,great
d44,d41,great
d44,d42,great
d44,d43,great
d46,d01,great
d47,d01,great
d49,d01,great
d50,d01,great
d51,d01,great
d52,d01,great
d53,d01,great
d54,d01,great
d55,d01,great
d46,d03,great
d47,d03,great
d49,d03,great
d50,d03,great
d51,d03,great
d52,d03,great
d53,d03,great
d54,d03,great
d55,d03,great
d46,d04,great
d47,d04,great
d49,d04,great
d50,d04,great
d51,d04,great
d52,d04,great
d53,d04,great
d54,d04,great
d55,d04,great
d46,d06,great
d47,d06,great
d49,d06,great
d50,d06,great
d51,d06,great
d52,d06,great
d53,d06,great
d54,d06,great
d55,d06,great
d46,d07,great
d47,d07,great
d49,d07,great
d50,d07,great
d51,d07,great
d52,d07,great
d53,d07,great
d54,d07,great
d55,d07,great
d46,d08,great
d47,d08,great
d49,d08,great
d50,d08,great
d51,d08,great
d52,d08,great
d53,d08,great
d54,d08,great
d55,d08,great
d46,d09,great
d47,d09,great
d49,d09,great
d50,d09,great
d51,d09,great
d52,d09,great
d53,d09,great
d54,d09,great
d55,d09,great
d46,d10,great
d47,d10,great
d49,d10,great
d50,d10,great
d51,d10,great
d52,d10,great
d53,d10,great
d54,d10,great
d55,d10,great
d46,d11,great
d47,d11,great
d49,d11,great
d50,d11,great
d51,d11,great
d52,d11,great
d53,d11,great
d54,d11,great
d55,d11,great
d46,d12,great
d47,d12,great
d49,d12,great
d50,d12,great
d51,d12,great
d52,d12,great
d53,d12,great
d54,d12,great
d55,d12,great
d46,d14,great
d47,d14,great
d49,d14,great
d50,d14,great
d51,d14,great
d52,d14,great
d53,d14,great
d54,d14,great
d55,d14,great
d46,d15,great
d47,d15,great
d49,d15,great
d50,d15,great
d51,d15,great
d52,d15,great
d53,d15,great
d54,d15,great
d55,d15,great
d46,d16,great
d47,d16,great
d49,d16,great
d50,d16,great
d51,d16,great
d52,d16,great
d53,d16,great
d54,d16,great
d55,d16,great
d46,d18,great
d47,d18,great
d49,d18,great
d50,d18,great
d51,d18,great
d52,d18,great
d53,d18,great
d54,d18,great
d55,d18,great
d46,d19,great
d47,d19,great
d49,d19,great
d50,d19,great
d51,d19,great
d52,d19,great
d53,d19,great
d54,d19,great
d55,d19,great
d46,d20,great
d47,d20,great
d49,d20,great
d50,d20,great
d51,d20,great
d52,d20,great
d53,d20,great
d54,d20,great
d55,d20,great
d46,d21,great
d47,d21,great
d49,d21,great
d50,d21,great
d51,d21,great
d52,d21,great
d53,d21,great
d54,d21,great
d55,d21,great
d46,d22,great
d47,d22,great
d49,d22,great
d50,d22,great
d51,d22,great
d52,d22,great
d53,d22,great
d54,d22,great
d55,d22,great
d46,d23,great
d47,d23,great
d49,d23,great
d50,d23,great
d51,d23,great
d52,d23,great
d53,d23,great
d54,d23,great
d55,d23,great
d46,d24,great
d47,d24,great
d49,d24,great
d50,d24,great
d51,d24,great
d52,d24,great
d53,d24,great
d54,d24,great
d55,d24,great
d46,d25,great
d47,d25,great
d49,d25,great
d50,d25,great
d51,d25,great
d52,d25,great
d53,d25,great
d54,d25,great
d55,d25,great
d46,d27,great
d47,d27,great
d49,d27,great
d50,d27,great
d51,d27,great
d52,d27,great
d53,d27,great
d54,d27,great
d55,d27,great
d46,d28,great
d47,d28,great
d49,d28,great
d50,d28,great
d51,d28,great
d52,d28,great
d53,d28,great
d54,d28,great
d55,d28,great
d46,d30,great
d47,d30,great
d49,d30,great
d50,d30,great
d51,d30,great
d52,d30,great
d53,d30,great
d54,d30,great
d55,d30,great
d46,d31,great
d47,d31,great
d49,d31,great
d50,d31,great
d51,d31,great
d52,d31,great
d53,d31,great
d54,d31,great
d55,d31,great
d46,d33,great
d47,d33,great
d49,d33,great
d50,d33,great
d51,d33,great
d52,d33,great
d53,d33,great
d54,d33,great
d55,d33,great
d46,d34,great
d47,d34,great
d49,d34,great
d50,d34,great
d51,d34,great
d52,d34,great
d53,d34,great
d54,d34,great
d55,d34,great
d46,d35,great
d47,d35,great
d49,d35,great
d50,d35,great
d51,d35,great
d52,d35,great
d53,d35,great
d54,d35,great
d55,d35,great
d46,d37,great
d47,d37,great
d49,d37,great
d50,d37,great
d51,d37,great
d52,d37,great
d53,d37,great
d54,d37,great
d55,d37,great
d46,d38,great
d47,d38,great
d49,d38,great
d50,d38,great
d51,d38,great
d52,d38,great
d53,d38,great
d54,d38,great
d55,d38,great
d46,d39,great
d47,d39,great
d49,d39,great
d50,d39,great
d51,d39,great
d52,d39,great
d53,d39,great
d54,d39,great
d55,d39,great
d47,d41,great
d49,d41,great
d50,d41,great
d51,d41,great
d52,d41,great
d53,d41,great
d54,d41,great
d47,d42,great
d49,d42,great
d50,d42,great
d51,d42,great
d52,d42,great
d47,d43,great
d49,d43,great
d50,d43,great
d51,d43,great
d52,d43,great
d41,d46,great
d42,d46,great
d43,d46,great
d44,d46,great
d44,d49,great
d44,d53,great
d42,d54,great
d43,d54,great
d44,d54,great
d42,d55,great
d43,d55,great
d44,d55,great
d47,d46,great
d49,d46,great
d50,d46,great
d51,d46,great
d52,d46,great
d53,d46,great
d54,d46,great
d55,d46,great
d47,d49,great
d50,d49,great
d51,d49,great
d52,d49,great
d51,d50,great
d52,d50,great
d47,d53,great
d49,d53,great
d50,d53,great
d51,d53,great
d52,d53,great
d47,d54,great
d49,d54,great
d50,d54,great
d51,d54,great
d52,d54,great
d53,d54,great
d47,d55,great
d49,d55,great
d50,d55,great
d51,d55,great
d52,d55,great
d53,d55,great
d54,d55,great
d01,d03,less
d01,d04,less
d03,d04,less
d01,d06,less
d03,d06,less
d01,d07,less
d03,d07,less
d01,d08,less
d03,d08,less
d04,d08,less
d01,d09,less
d03,d09,less
d04,d09,less
d06,d09,less
d01,d10,less
d03,d10,less
d04,d10,less
d06,d10,less
d01,d11,less
d03,d11,less
d04,d11,less
d06,d11,less
d07,d11,less
d08,d11,less
d09,d11,less
d01,d12,less
d03,d12,less
d04,d12,less
d06,d12,less
d07,d12,less
d08,d12,less
d09,d12,less
d01,d14,less
d03,d14,less
d04,d14,less
d06,d14,less
d07,d14,less
d08,d14,less
d09,d14,less
d10,d14,less
d11,d14,less
d01,d15,less
d03,d15,less
d04,d15,less
d06,d15,less
d07,d15,less
d08,d15,less
d09,d15,less
d10,d15,less
d11,d15,less
d01,d16,less
d03,d16,less
d04,d16,less
d06,d16,less
d07,d16,less
d08,d16,less
d09,d16,less
d10,d16,less
d11,d16,less
d01,d18,less
d03,d18,less
d04,d18,less
d06,d18,less
d07,d18,less
d08,d18,less
d09,d18,less
d10,d18,less
d11,d18,less
d12,d18,less
d14,d18,less
d01,d19,less
d03,d19,less
d04,d19,less
d06,d19,less
d07,d19,less
d08,d19,less
d09,d19,less
d10,d19,less
d11,d19,less
d12,d19,less
d14,d19,less
d16,d19,less
d01,d20,less
d03,d20,less
d04,d20,less
d06,d20,less
d07,d20,less
d08,d20,less
d09,d20,less
d10,d20,less
d11,d20,less
d12,d20,less
d14,d20,less
d16,d20,less
d01,d21,less
d03,d21,less
d04,d21,less
d06,d21,less
d07,d21,less
d08,d21,less
d09,d21,less
d10,d21,less
d11,d21,less
d12,d21,less
d14,d21,less
d15,d21,less
d16,d21,less
d01,d22,less
d03,d22,less
d04,d22,less
d06,d22,less
d07,d22,less
d08,d22,less
d09,d22,less
d10,d22,less
d11,d22,less
d12,d22,less
d14,d22,less
d15,d22,less
d16,d22,less
d01,d23,less
d03,d23,less
d04,d23,less
d06,d23,less
d07,d23,less
d08,d23,less
d09,d23,less
d10,d23,less
d11,d23,less
d12,d23,less
d14,d23,less
d15,d23,less
d16,d23,less
d18,d23,less
d19,d23,less
d20,d23,less
d21,d23,less
d22,d23,less
d01,d24,less
d03,d24,less
d04,d24,less
d06,d24,less
d07,d24,less
d08,d24,less
d09,d24,less
d10,d24,less
d11,d24,less
d12,d24,less
d14,d24,less
d15,d24,less
d16,d24,less
d18,d24,less
d19,d24,less
d20,d24,less
d21,d24,less
d22,d24,less
d23,d24,less
d01,d25,less
d03,d25,less
d04,d25,less
d06,d25,less
d07,d25,less
d08,d25,less
d09,d25,less
d10,d25,less
d11,d25,less
d12,d25,less
d14,d25,less
d15,d25,less
d16,d25,less
d18,d25,less
d19,d25,less
d20,d25,less
d21,d25,less
d22,d25,less
d23,d25,less
d24,d25,less
d01,d27,less
d03,d27,less
d04,d27,less
d06,d27,less
d07,d27,less
d08,d27,less
d09,d27,less
d10,d27,less
d11,d27,less
d12,d27,less
d14,d27,less
d15,d27,less
d16,d27,less
d18,d27,less
d19,d27,less
d20,d27,less
d21,d27,less
d22,d27,less
d23,d27,less
d24,d27,less
d01,d28,less
d03,d28,less
d04,d28,less
d06,d28,less
d07,d28,less
d08,d28,less
d09,d28,less
d10,d28,less
d11,d28,less
d12,d28,less
d14,d28,less
d15,d28,less
d16,d28,less
d18,d28,less
d19,d28,less
d20,d28,less
d21,d28,less
d22,d28,less
d23,d28,less
d24,d28,less
d01,d30,less
d03,d30,less
d04,d30,less
d06,d30,less
d07,d30,less
d08,d30,less
d09,d30,less
d10,d30,less
d11,d30,less
d12,d30,less
d14,d30,less
d15,d30,less
d16,d30,less
d18,d30,less
d19,d30,less
d20,d30,less
d21,d30,less
d22,d30,less
d23,d30,less
d24,d30,less
d25,d30,less
d27,d30,less
d28,d30,less
d01,d31,less
d03,d31,less
d04,d31,less
d06,d31,less
d07,d31,less
d08,d31,less
d09,d31,less
d10,d31,less
d11,d31,less
d12,d31,less
d14,d31,less
d15,d31,less
d16,d31,less
d18,d31,less
d19,d31,less
d20,d31,less
d21,d31,less
d22,d31,less
d23,d31,less
d24,d31,less
d25,d31,less
d27,d31,less
d28,d31,less
d01,d33,less
d03,d33,less
d04,d33,less
d06,d33,less
d07,d33,less
d08,d33,less
d09,d33,less
d10,d33,less
d11,d33,less
d12,d33,less
d14,d33,less
d15,d33,less
d16,d33,less
d18,d33,less
d19,d33,less
d20,d33,less
d21,d33,less
d22,d33,less
d23,d33,less
d24,d33,less
d25,d33,less
d27,d33,less
d28,d33,less
d31,d33,less
d01,d34,less
d03,d34,less
d04,d34,less
d06,d34,less
d07,d34,less
d08,d34,less
d09,d34,less
d10,d34,less
d11,d34,less
d12,d34,less
d14,d34,less
d15,d34,less
d16,d34,less
d18,d34,less
d19,d34,less
d20,d34,less
d21,d34,less
d22,d34,less
d23,d34,less
d24,d34,less
d25,d34,less
d27,d34,less
d28,d34,less
d30,d34,less
d31,d34,less
d01,d35,less
d03,d35,less
d04,d35,less
d06,d35,less
d07,d35,less
d08,d35,less
d09,d35,less
d10,d35,less
d11,d35,less
d12,d35,less
d14,d35,less
d15,d35,less
d16,d35,less
d18,d35,less
d19,d35,less
d20,d35,less
d21,d35,less
d22,d35,less
d23,d35,less
d24,d35,less
d25,d35,less
d27,d35,less
d28,d35,less
d30,d35,less
d31,d35,less
d01,d37,less
d03,d37,less
d04,d37,less
d06,d37,less
d07,d37,less
d08,d37,less
d09,d37,less
d10,d37,less
d11,d37,less
d12,d37,less
d14,d37,less
d15,d37,less
d16,d37,less
d18,d37,less
d19,d37,less
d20,d37,less
d21,d37,less
d22,d37,less
d23,d37,less
d24,d37,less
d25,d37,less
d27,d37,less
d28,d37,less
d30,d37,less
d31,d37,less
d33,d37,less
d34,d37,less
d35,d37,less
d01,d38,less
d03,d38,less
d04,d38,less
d06,d38,less
d07,d38,less
d08,d38,less
d09,d38,less
d10,d38,less
d11,d38,less
d12,d38,less
d14,d38,less
d15,d38,less
d16,d38,less
d18,d38,less
d19,d38,less
d20,d38,less
d21,d38,less
d22,d38,less
d23,d38,less
d24,d38,less
d25,d38,less
d27,d38,less
d28,d38,less
d30,d38,less
d31,d38,less
d33,d38,less
d34,d38,less
d35,d38,less
d37,d38,less
d01,d39,less
d03,d39,less
d04,d39,less
d06,d39,less
d07,d39,less
d08,d39,less
d09,d39,less
d10,d39,less
d11,d39,less
d12,d39,less
d14,d39,less
d15,d39,less
d16,d39,less
d18,d39,less
d19,d39,less
d20,d39,less
d21,d39,less
d22,d39,less
d23,d39,less
d24,d39,less
d25,d39,less
d27,d39,less
d28,d39,less
d30,d39,less
d31,d39,less
d33,d39,less
d34,d39,less
d35,d39,less
d37,d39,less
d01,d41,less
d03,d41,less
d04,d41,less
d06,d41,less
d07,d41,less
d08,d41,less
d09,d41,less
d10,d41,less
d11,d41,less
d12,d41,less
d14,d41,less
d15,d41,less
d16,d41,less
d18,d41,less
d19,d41,less
d20,d41,less
d21,d41,less
d22,d41,less
d23,d41,less
d24,d41,less
d25,d41,less
d27,d41,less
d28,d41,less
d30,d41,less
d31,d41,less
d33,d41,less
d34,d41,less
d35,d41,less
d37,d41,less
d38,d41,less
d39,d41,less
d01,d42,less
d03,d42,less
d04,d42,less
d06,d42,less
d07,d42,less
d08,d42,less
d09,d42,less
d10,d42,less
d11,d42,less
d12,d42,less
d14,d42,less
d15,d42,less
d16,d42,less
d18,d42,less
d19,d42,less
d20,d42,less
d21,d42,less
d22,d42,less
d23,d42,less
d24,d42,less
d25,d42,less
d27,d42,less
d28,d42,less
d30,d42,less
d31,d42,less
d33,d42,less
d34,d42,less
d35,d42,less
d37,d42,less
d38,d42,less
d39,d42,less
d41,d42,less
d01,d43,less
d03,d43,less
d04,d43,less
d06,d43,less
d07,d43,less
d08,d43,less
d09,d43,less
d10,d43,less
d11,d43,less
d12,d43,less
d14,d43,less
d15,d43,less
d16,d43,less
d18,d43,less
d19,d43,less
d20,d43,less
d21,d43,less
d22,d43,less
d23,d43,less
d24,d43,less
d25,d43,less
d27,d43,less
d28,d43,less
d30,d43,less
d31,d43,less
d33,d43,less
d34,d43,less
d35,d43,less
d37,d43,less
d38,d43,less
d39,d43,less
d41,d43,less
d01,d44,less
d03,d44,less
d04,d44,less
d06,d44,less
d07,d44,less
d08,d44,less
d09,d44,less
d10,d44,less
d11,d44,less
d12,d44,less
d14,d44,less
d15,d44,less
d16,d44,less
d18,d44,less
d19,d44,less
d20,d44,less
d21,d44,less
d22,d44,less
d23,d44,less
d24,d44,less
d25,d44,less
d27,d44,less
d28,d44,less
d30,d44,less
d31,d44,less
d33,d44,less
d34,d44,less
d35,d44,less
d37,d44,less
d38,d44,less
d39,d44,less
d41,d44,less
d42,d44,less
d43,d44,less
d46,d41,less
d46,d42,less
d54,d42,less
d55,d42,less
d46,d43,less
d54,d43,less
d55,d43,less
d46,d44,less
d49,d44,less
d53,d44,less
d54,d44,less
d55,d44,less
d01,d46,less
d03,d46,less
d04,d46,less
d06,d46,less
d07,d46,less
d08,d46,less
d09,d46,less
d10,d46,less
d11,d46,less
d12,d46,less
d14,d46,less
d15,d46,less
d16,d46,less
d18,d46,less
d19,d46,less
d20,d46,less
d21,d46,less
d22,d46,less
d23,d46,less
d24,d46,less
d25,d46,less
d27,d46,less
d28,d46,less
d30,d46,less
d31,d46,less
d33,d46,less
d34,d46,less
d35,d46,less
d37,d46,less
d38,d46,less
d39,d46,less
d01,d47,less
d03,d47,less
d04,d47,less
d06,d47,less
d07,d47,less
d08,d47,less
d09,d47,less
d10,d47,less
d11,d47,less
d12,d47,less
d14,d47,less
d15,d47,less
d16,d47,less
d18,d47,less
d19,d47,less
d20,d47,less
d21,d47,less
d22,d47,less
d23,d47,less
d24,d47,less
d25,d47,less
d27,d47,less
d28,d47,less
d30,d47,less
d31,d47,less
d33,d47,less
d34,d47,less
d35,d47,less
d37,d47,less
d38,d47,less
d39,d47,less
d41,d47,less
d42,d47,less
d43,d47,less
d01,d49,less
d03,d49,less
d04,d49,less
d06,d49,less
d07,d49,less
d08,d49,less
d09,d49,less
d10,d49,less
d11,d49,less
d12,d49,less
d14,d49,less
d15,d49,less
d16,d49,less
d18,d49,less
d19,d49,less
d20,d49,less
d21,d49,less
d22,d49,less
d23,d49,less
d24,d49,less
d25,d49,less
d27,d49,less
d28,d49,less
d30,d49,less
d31,d49,less
d33,d49,less
d34,d49,less
d35,d49,less
d37,d49,less
d38,d49,less
d39,d49,less
d41,d49,less
d42,d49,less
d43,d49,less
d01,d50,less
d03,d50,less
d04,d50,less
d06,d50,less
d07,d50,less
d08,d50,less
d09,d50,less
d10,d50,less
d11,d50,less
d12,d50,less
d14,d50,less
d15,d50,less
d16,d50,less
d18,d50,less
d19,d50,less
d20,d50,less
d21,d50,less
d22,d50,less
d23,d50,less
d24,d50,less
d25,d50,less
d27,d50,less
d28,d50,less
d30,d50,less
d31,d50,less
d33,d50,less
d34,d50,less
d35,d50,less
d37,d50,less
d38,d50,less
d39,d50,less
d41,d50,less
d42,d50,less
d43,d50,less
d01,d51,less
d03,d51,less
d04,d51,less
d06,d51,less
d07,d51,less
d08,d51,less
d09,d51,less
d10,d51,less
d11,d51,less
d12,d51,less
d14,d51,less
d15,d51,less
d16,d51,less
d18,d51,less
d19,d51,less
d20,d51,less
d21,d51,less
d22,d51,less
d23,d51,less
d24,d51,less
d25,d51,less
d27,d51,less
d28,d51,less
d30,d51,less
d31,d51,less
d33,d51,less
d34,d51,less
d35,d51,less
d37,d51,less
d38,d51,less
d39,d51,less
d41,d51,less
d42,d51,less
d43,d51,less
d01,d52,less
d03,d52,less
d04,d52,less
d06,d52,less
d07,d52,less
d08,d52,less
d09,d52,less
d10,d52,less
d11,d52,less
d12,d52,less
d14,d52,less
d15,d52,less
d16,d52,less
d18,d52,less
d19,d52,less
d20,d52,less
d21,d52,less
d22,d52,less
d23,d52,less
d24,d52,less
d25,d52,less
d27,d52,less
d28,d52,less
d30,d52,less
d31,d52,less
d33,d52,less
d34,d52,less
d35,d52,less
d37,d52,less
d38,d52,less
d39,d52,less
d41,d52,less
d42,d52,less
d43,d52,less
d01,d53,less
d03,d53,less
d04,d53,less
d06,d53,less
d07,d53,less
d08,d53,less
d09,d53,less
d10,d53,less
d11,d53,less
d12,d53,less
d14,d53,less
d15,d53,less
d16,d53,less
d18,d53,less
d19,d53,less
d20,d53,less
d21,d53,less
d22,d53,less
d23,d53,less
d24,d53,less
d25,d53,less
d27,d53,less
d28,d53,less
d30,d53,less
d31,d53,less
d33,d53,less
d34,d53,less
d35,d53,less
d37,d53,less
d38,d53,less
d39,d53,less
